daily_play_time_hours,weekly_play_time_hours,sessions_per_day,avg_session_duration_min,late_night_play_ratio,days_played_per_week,longest_play_streak_days,binge_sessions_per_week,avg_break_between_sessions_min,rapid_relogin_ratio,urge_to_continue_score,loss_of_time_awareness_score,control_loss_score,craving_score,tolerance_score,missed_sleep_days_per_week,fatigue_after_play_score,routine_disruption_score,neglect_responsibilities_score,gaming_priority_score,addiction_label
3.837372519070238,13.439802427474657,1.578727093615341,65.9465775905461,-0.01240154674141522,3.293567812696984,1.8265065780295728,0.6626815290411511,122.29717703451583,-0.0010794149585685114,2.0486569843133724,3.3466571518899344,5.083459183322,0.5687823062549533,2.082916002754761,0.15568854305581262,1.7880764832837106,0.996814407817136,2.322737697679776,1.8304401559368217,0
9.423667461683598,42.2448881117396,4.669734747280431,130.27973413476474,0.8942113574165491,6.078946682027912,14.593809800993808,1.813763366231853,51.01731283877068,0.4910261564868855,4.8612841659687644,6.285668260871692,5.655524096929245,3.7282252367333792,6.058425544432036,5.204959281070479,5.232564412902522,2.3586272743669396,5.638814992171184,6.033178470078993,2
9.946615324863338,52.47911243767652,4.572117627967702,193.71811275342432,0.43342892696593793,6.451952130685191,22.162212883042177,2.9595551642114684,66.79897067569728,0.7633735732258746,6.930136326850428,10.322360027140205,8.92398169566565,2.8039172202945317,10.004051865522358,2.342782513296117,6.06116154226243,4.352353878555264,7.05417851543169,6.363733289224755,2
3.120117661830742,15.331576645467628,2.570886264609016,25.22781147538324,0.1816922622297048,5.316122878161188,4.312234615563172,0.7452483555653964,105.41044497285836,0.2368070308018102,4.121404910740508,1.5303831606502996,3.9089229431012997,2.4668703390929374,1.8530929318920575,1.4266465980055376,0.3029509967902413,1.2732764806517898,2.188984773156557,3.123333189908471,1
1.1307552022079501,6.159481192494784,0.9112047853803888,64.78472073691161,-0.018265803022841438,1.8385321568269317,0.028672838943752832,0.019430012563162673,102.50634779996263,0.13144657325878897,0.6649632973550583,2.7313908660717745,1.2283444163647923,1.2099424051892593,2.576850778707544,0.1468242622729162,1.686770358891729,0.06264186159244126,0.49550447411049897,0.9961235303769872,0
8.477781121383293,47.390300550823476,5.093896016113433,164.05316034492793,0.9655854945984316,5.504364886056017,18.12928995570708,1.974304144910566,1.5621851972941956,0.6889527312760825,8.356219314001105,9.34170986145316,7.475203233341619,4.86092211204373,7.263213436434374,6.047251860492354,6.722136453625556,4.536586611487479,5.550216007933113,5.073299980925891,2
4.6513678396666425,23.36252307877964,2.781448497754437,99.71228139296875,0.45136182602420355,6.016192398906807,1.536574133448943,1.0851059051983813,115.29419957790262,0.014388129511299657,2.6803257966355396,5.610000832040721,5.001087019404593,0.1300893880519399,4.4645453366966645,3.0410883907241324,3.06131324013248,2.587652904163493,2.3008689632696093,2.316841139897424,1
6.2928676563422785,36.909821864166304,6.344821285692895,155.3757367466225,0.8223039310559288,6.03933362486991,19.72656032875802,4.070942670358748,86.0831792547409,0.6456484067991823,8.017540350045895,8.482327636511728,9.807096197271601,4.308554029882493,7.905382093125011,6.653485001634339,5.844865225814703,5.115851739024569,6.4239631321182635,2.899501759771084,2
8.468839429716928,53.124898673063626,2.6747259517493,112.51099715918266,0.2730408272804074,5.439334107719046,2.4108980917847966,0.945305726401748,187.15397456901695,0.1495662452901247,2.5760901165401635,6.580268525132606,5.323686624792358,0.3890927309295953,5.732133643207388,2.156447424289434,3.131709315326308,1.8018330007152012,3.617935505736096,6.649783440028005,1
4.883396562399168,20.194290382076282,0.8310923323855668,87.59711250297715,0.21129242698518874,4.457230624055265,2.63310383367084,0.6512615597191369,177.33316734337245,0.043175281117734506,1.2276477002169985,5.440367289443962,3.5293480746240546,0.5873718163852906,3.177545639166529,1.3215834770868637,3.3074076487874016,2.214257269838223,2.495000594273793,3.68057150900363,0
